,standard_id,url,reference,method,eval,EC,enzyme_name,reaction,description,K,K_prime,temperature,ionic_strength,p_h,p_mg
1709,1709,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75GOL_549,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00159 = kegg:C00008 + kegg:C00275,ATP(aq) + D-mannose(aq) = ADP(aq) + D-mannose 6-phosphate(aq),,,298.19,,8.57,
1710,1710,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75GOL_549,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00159 = kegg:C00008 + kegg:C00275,ATP(aq) + D-mannose(aq) = ADP(aq) + D-mannose 6-phosphate(aq),,,301.66,,8.6,
1711,1711,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75GOL_549,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00159 = kegg:C00008 + kegg:C00275,ATP(aq) + D-mannose(aq) = ADP(aq) + D-mannose 6-phosphate(aq),,,305.11,,8.63,
1712,1712,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75GOL_549,75GOL,calorimetry,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00159 = kegg:C00008 + kegg:C00275,ATP(aq) + D-mannose(aq) = ADP(aq) + D-mannose 6-phosphate(aq),,,298.19,,8.62,
1713,1713,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,kegg:C00227 + kegg:C01589 = kegg:C02560 + kegg:C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),,0.006,299.15,,6.15,
1714,1714,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,kegg:C00227 + kegg:C01589 = kegg:C02560 + kegg:C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),,0.0073,299.15,,6.45,
1715,1715,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,kegg:C00227 + kegg:C01589 = kegg:C02560 + kegg:C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),,0.011,299.15,,6.95,
1716,1716,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,kegg:C00227 + kegg:C01589 = kegg:C02560 + kegg:C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),,0.0092,299.15,,7.3,
1717,1717,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54STA_375,54STA,spectrophotometry,B,2.3.1.2&2.3.1.8,imidazole N-acetyltransferase and phosphate acetyltransferase,kegg:C00227 + kegg:C01589 = kegg:C02560 + kegg:C00009,acetyl phosphate(aq) + imidazole(aq) = N-acetylimidazole(aq) + orthophosphate(aq),,0.0099,299.15,,7.2,
1718,1718,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85BAR_430,85BAR,electrophoresis and radioactivity,C,2.4.1.14,sucrose-phosphate synthase,kegg:C00029 + kegg:C00085 = kegg:C00015 + kegg:C16688,UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),,5,310.15,,7.5,
1719,1719,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=61RAC2_372,61RAC2,enzymatic assay,B,2.2.1.2,transaldolase,kegg:C05382 + kegg:C00118 = kegg:C00279 + kegg:C00085,sedoheptulose 7-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-erythrose 4-phosphate(aq) + D-fructose 6-phosphate(aq),,1.05,310.15,,7.4,
1720,1720,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57HOL/TOU_56,57HOL/TOU,spectrophotometry,B,1.1.1.10,L-xylulose reductase,kegg:C00379 + kegg:C00006 = kegg:C00312 + kegg:C00005,xylitol(aq) + NADP(aq) = L-xylulose(aq) + NADPH(aq),,0.000858,298.15,,7,
1721,1721,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57HOL/TOU_56,57HOL/TOU,spectrophotometry,B,1.1.1.10,L-xylulose reductase,kegg:C00379 + kegg:C00006 = kegg:C00312 + kegg:C00005,xylitol(aq) + NADP(aq) = L-xylulose(aq) + NADPH(aq),,0.00858,298.15,,8,
1722,1722,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.37,298.15,0.01,7.3,
1723,1723,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.59,298.15,0.1,7.3,
1724,1724,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,9.49,298.15,0.05,4.06,
1725,1725,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.66,298.15,0.05,5,
1726,1726,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.66,298.15,0.05,5.05,
1727,1727,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.47,298.15,0.05,6.06,
1728,1728,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.35,298.15,0.05,8,
1729,1729,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.43,298.15,0.05,9.01,
1730,1730,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.11,313,0.1,7.3,
1731,1731,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.01,307.7,0.1,7.3,
1732,1732,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4,307.5,0.1,7.3,
1733,1733,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.93,307.5,0.1,7.3,
1734,1734,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.97,307.3,0.1,7.3,
1735,1735,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.68,304.1,0.1,7.3,
1736,1736,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.74,304.1,0.1,7.3,
1737,1737,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.69,303.6,0.1,7.3,
1738,1738,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.04,293.3,0.1,7.3,
1739,1739,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.54,291.2,0.1,7.3,
1740,1740,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.68,290.8,0.1,7.3,
1741,1741,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.61,290.8,0.1,7.3,
1742,1742,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,7.22,277.8,0.1,7.3,
1743,1743,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,7.22,277.8,0.1,7.3,
1744,1744,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,7.37,277.8,0.1,7.3,
1745,1745,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,6.88,292.6,0.1,4.91,
1746,1746,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,7.01,290.8,0.1,4.91,
1747,1747,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,7.2,290.8,0.1,4.91,
1748,1748,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,7.51,290.6,0.1,4.91,
1749,1749,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,7.08,290.8,0.1,4.91,
1750,1750,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,6.34,295.2,0.1,4.91,
1751,1751,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.28,298.15,0.0011,7.3,
1752,1752,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.13,313,0.1,7.3,
1753,1753,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.55,298.15,0.05,6,
1754,1754,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.72,308.3,0.1,7.3,
1755,1755,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.82,294.1,0.1,7.3,
1756,1756,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,7.36,290.6,0.1,4.91,
1757,1757,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.87,298.15,0.25,7.3,
1758,1758,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.31,298.15,0.05,7.99,
1759,1759,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.97,307.6,0.1,7.3,
1760,1760,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.7,291.2,0.1,7.3,
1761,1761,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,8.14,277.9,0.1,4.91,
1762,1762,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.85,303.6,0.1,7.3,
1763,1763,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.94,307.5,0.1,4.91,
1764,1764,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,5.94,307.5,0.1,4.91,
1765,1765,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.42,298.15,0.05,6.01,
1766,1766,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.88,294.1,0.1,7.3,
1767,1767,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.44,298.15,0.049,7.3,
1768,1768,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,4.99,293.4,0.1,7.3,
1769,1769,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,6.69,292.6,0.1,4.91,
1770,1770,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=53BOC/ALB_1146,53BOC/ALB,spectrophotometry,A,4.2.1.2,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,fumarate(aq) + H2O(l) = (S)-malate(aq),,3.81,308.3,0.1,7.3,
1771,1771,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56HUR/HOR_1244,56HUR/HOR,enzymatic assay and spectrophotometry,B,5.1.3.1,ribulose-phosphate 3-epimerase,kegg:C00199 = kegg:C00231,D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq),,1.5,298.15,,7.5,
1772,1772,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=69PAS/LOW_1400,69PAS/LOW,fluorimetry,B,5.4.2.2,phosphoglucomutase,kegg:C00085 + kegg:C01231 = kegg:C00092 + kegg:C00354,"D-fructose 6-phosphate(aq) + D-glucose 1,6-diphosphate(aq) =-D-glucose 6-phosphate(aq) + D-fructose 1,6-bisphosphate(aq)",,12,311.15,,7,
1773,1773,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=92WED/LEY_1701,92WED/LEY,spectrophotometry and radioactivity,B,1.1.1.3,homoserine dehydrogenase,kegg:C00263 + kegg:C00006 = kegg:C00441 + kegg:C00005,L-homoserine(aq) + NADP(ox)(aq) = L-aspartate 4-semialdehyde(aq) + NADP(red)(aq),,0.01,310.15,,9,
1774,1774,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73HAN/RUD_553,73HAN/RUD,enzymatic assay; spectrophotometry,A,2.7.1.11,6-phosphofructokinase,kegg:C00002 + kegg:C00085 = kegg:C00008 + kegg:C00354,"ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",,2290,303.15,,8,
1775,1775,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,4.22E-07,300.15,0.0245,6.83,
1776,1776,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,5.81E-07,300.15,0.0445,6.82,
1777,1777,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,6.37E-07,300.15,0.055,6.9,
1778,1778,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,5.62E-07,300.15,0.055,6.9,
1779,1779,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,8.64E-07,300.15,0.055,7.07,
1780,1780,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,7.04E-07,300.15,0.067,6.92,
1781,1781,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,7.13E-07,300.15,0.067,6.92,
1782,1782,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,6.31E-07,300.15,0.067,6.89,
1783,1783,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,8.66E-07,300.15,0.089,6.98,
1784,1784,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DAL_276,67ENG/DAL,spectrophotometry,A,1.4.1.2,glutamate dehydrogenase,kegg:C00025 + kegg:C00003 + kegg:C00001 = kegg:C00026 + kegg:C00004 + kegg:C00014,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,8.80E-07,300.15,0.089,6.93,
