,doi_from_pubmed,pmid,title,citation,year,authors,journal,volume,issue,pages,url,abstract,reference_code,doi_from_robert,reference_code_in_online_database
388,,13672973,"The enzymatic formation of formiminotetrahydrofolic acid, 5,10-methenyltetrahydrofolic acid, and 10-formyltetrahydrofolic acid in the metabolism of formiminoglutamic acid.","<PubMedArticle 13672973> TABOR H; WYNGARDEN L. The enzymatic formation of formiminotetrahydrofolic acid, 5,10-methenyltetrahydrofolic acid, and 10-formyltetrahydrofolic acid in the metabolism of formiminoglutamic acid.. J Biol Chem. 1959. 234(7):1830-46",1959,TABOR H; WYNGARDEN L,J Biol Chem,234,7,1830-46,https://ncbi.nlm.nih.gov/pubmed/13672973,,59TAB/WYN,,59TAB/WYN_355
389,,13673030,Equilibrium and kinetic studies of the pyruvic kinase reaction.,<PubMedArticle 13673030> McQUATE JT; UTTER MF. Equilibrium and kinetic studies of the pyruvic kinase reaction.. J Biol Chem. 1959. 234(8):2151-7,1959,McQUATE JT; UTTER MF,J Biol Chem,234,8,2151-7,https://ncbi.nlm.nih.gov/pubmed/13673030,,59MCQ/UTT,,59MCQ/UTT_565
390,,13681649,Studies on the metabolism of Echinococcus granulosus. V. The phosphopentose isomerase of hydatid cyst scolices.,<PubMedArticle 13681649> AGOSIN M; ARAVENA L. Studies on the metabolism of Echinococcus granulosus. V. The phosphopentose isomerase of hydatid cyst scolices.. Enzymologia. 1960. 22:281-94,1960,AGOSIN M; ARAVENA L,Enzymologia,22,,281-94,https://ncbi.nlm.nih.gov/pubmed/13681649,,60AGO/ARA,,60AGO/ARA_1336
391,10.1128/jb.81.6.903-910.1961,13682344,Characteristics of cellobiose phosphorylase.,<PubMedArticle 13682344> ALEXANDER JK. Characteristics of cellobiose phosphorylase.. J Bacteriol. 1961. 81:903-10,1961,ALEXANDER JK,J Bacteriol,81,,903-10,https://ncbi.nlm.nih.gov/pubmed/13682344,,61ALE,,61ALE_444
392,10.1042/bj0780813,13684980,Equilibrium constant of phosphoryl transfer from adenosine triphosphate to galactose in the presence of galactokinase.,<PubMedArticle 13684980> ATKINSON MR; BURTON RM; MORTON RK. Equilibrium constant of phosphoryl transfer from adenosine triphosphate to galactose in the presence of galactokinase.. Biochem J. 1961. 78:813-20,1961,ATKINSON MR; BURTON RM; MORTON RK,Biochem J,78,,813-20,https://ncbi.nlm.nih.gov/pubmed/13684980,,61ATK/BUR,10.1042/bj0780813,61ATK/BUR_640
393,10.1042/bj0790012,13684982,Equilibrium constants of phosphoryl transfer from C-1 to C-6 of alpha-D-glucose 1-phosphate and from glucose 6-phosphate to water.,<PubMedArticle 13684982> ATKINSON MR; JOHNSON E; MORTON RK. Equilibrium constants of phosphoryl transfer from C-1 to C-6 of alpha-D-glucose 1-phosphate and from glucose 6-phosphate to water.. Biochem J. 1961. 79:12-5,1961,ATKINSON MR; JOHNSON E; MORTON RK,Biochem J,79,,12-5,https://ncbi.nlm.nih.gov/pubmed/13684982,,61ATK/JOH,10.1042/bj0790012,61ATK/JOH_772
394,,13719876,Mechanism of action of transketolase. I. Properties of the crystalline yeast enzyme.,<PubMedArticle 13719876> DATTA AG; RACKER E. Mechanism of action of transketolase. I. Properties of the crystalline yeast enzyme.. J Biol Chem. 1961. 236:617-23,1961,DATTA AG; RACKER E,J Biol Chem,236,,617-23,https://ncbi.nlm.nih.gov/pubmed/13719876,,61DAT/RAC,,61DAT/RAC_368
395,10.1016/0003-9861(60)90503-8,13730045,Intermediate metabolism of aerobic spores. V. The purification and properties of L-alanine dehydrogenase.,<PubMedArticle 13730045> O'CONNOR RJ; HALVORSON HO. Intermediate metabolism of aerobic spores. V. The purification and properties of L-alanine dehydrogenase.. Arch Biochem Biophys. 1960. 91:290-9,1960,O'CONNOR RJ; HALVORSON HO,Arch Biochem Biophys,91,,290-9,https://ncbi.nlm.nih.gov/pubmed/13730045,,60OCO/HAL,10.1016/0003-9861(60)90503-8,60OCO/HAL_269
396,10.1016/0003-9861(61)90070-4,13746411,L-Leucine dehydrogenase of Bacillus cereus.,<PubMedArticle 13746411> SANWAL BD; ZINK MW. L-Leucine dehydrogenase of Bacillus cereus.. Arch Biochem Biophys. 1961. 94:430-5,1961,SANWAL BD; ZINK MW,Arch Biochem Biophys,94,,430-5,https://ncbi.nlm.nih.gov/pubmed/13746411,,61SAN/ZIN,10.1016/0003-9861(61)90070-4,61SAN/ZIN_288
397,,13748745,Free energy changes of the argininosuccinate synthetase reaction and of the hydrolysis of the inner pyrophosphate bond of adenosine triphosphate.,<PubMedArticle 13748745> SCHUEGRAF A; RATNER S; WARNER RC. Free energy changes of the argininosuccinate synthetase reaction and of the hydrolysis of the inner pyrophosphate bond of adenosine triphosphate.. J Biol Chem. 1960. 235:3597-602,1960,SCHUEGRAF A; RATNER S; WARNER RC,J Biol Chem,235,,3597-602,https://ncbi.nlm.nih.gov/pubmed/13748745,,60SCH/RAT,,60SCH/RAT_1444
398,,13753209,The enzymic synthesis of thymidine-linked sugars. I. Thymidine diphosphate glucose.,<PubMedArticle 13753209> KORNFELD S; GLASER L. The enzymic synthesis of thymidine-linked sugars. I. Thymidine diphosphate glucose.. J Biol Chem. 1961. 236:1791-4,1961,KORNFELD S; GLASER L,J Biol Chem,236,,1791-4,https://ncbi.nlm.nih.gov/pubmed/13753209,,61KOR/GLA,,61KOR/GLA_703
399,,13753903,The equilibrium constant of the dihydroorotic dehydrogenase reaction.,<PubMedArticle 13753903> KRAKOW G; VENNESLAND B. The equilibrium constant of the dihydroorotic dehydrogenase reaction.. J Biol Chem. 1961. 236:142-4,1961,KRAKOW G; VENNESLAND B,J Biol Chem,236,,142-4,https://ncbi.nlm.nih.gov/pubmed/13753903,,61KRA/VEN,,61KRA/VEN_268
400,,13769376,Sucrose phosphate synthesis in wheat germ and green leaves.,<PubMedArticle 13769376> MENDICINO J. Sucrose phosphate synthesis in wheat germ and green leaves.. J Biol Chem. 1960. 235:3347-52,1960,MENDICINO J,J Biol Chem,235,,3347-52,https://ncbi.nlm.nih.gov/pubmed/13769376,,60MEN,,60MEN_429
401,,13780711,Mechanism of action of transaldolase. I. Crystalization and properties of yeast enzyme.,<PubMedArticle 13780711> VENKATARAMAN R; RACKER E. Mechanism of action of transaldolase. I. Crystalization and properties of yeast enzyme.. J Biol Chem. 1961. 236:1876-82,1961,VENKATARAMAN R; RACKER E,J Biol Chem,236,,1876-82,https://ncbi.nlm.nih.gov/pubmed/13780711,,61VEN/RAC,,61VEN/RAC_373
402,,13781723,[On the level of free energy in the phosphoserine hydrolysis reaction].,<PubMedArticle 13781723> VLADIMIROVA GE; KOMKOVA AI; FEDOROVA NA. [On the level of free energy in the phosphoserine hydrolysis reaction].. Biokhimiia. 1961. 26:426-30,1961,VLADIMIROVA GE; KOMKOVA AI; FEDOROVA NA,Biokhimiia,26,,426-30,https://ncbi.nlm.nih.gov/pubmed/13781723,,61VLA/KOM,,61VLA/KOM_827
403,10.1016/0003-9861(61)90318-6,13785328,Partial purification of bacterial aspartase by starch electrophoresis.,<PubMedArticle 13785328> WILKINSON JS; WILLIAMS VR. Partial purification of bacterial aspartase by starch electrophoresis.. Arch Biochem Biophys. 1961. 93:80-4,1961,WILKINSON JS; WILLIAMS VR,Arch Biochem Biophys,93,,80-4,https://ncbi.nlm.nih.gov/pubmed/13785328,,61WIL/WIL,10.1016/0003-9861(61)90318-6,61WIL/WIL_1209
404,10.1073/pnas.47.3.289,13786500,Transcarboxylase. II. Purification and properties of methylmalonyl-oxaloacetic transcarboxylase.,<PubMedArticle 13786500> WOOD HG; STJERNHOLM R. Transcarboxylase. II. Purification and properties of methylmalonyl-oxaloacetic transcarboxylase.. Proc Natl Acad Sci U S A. 1961. 47:289-303,1961,WOOD HG; STJERNHOLM R,Proc Natl Acad Sci U S A,47,,289-303,https://ncbi.nlm.nih.gov/pubmed/13786500,,61WOO/STJ,10.1073/pnas.47.3.289 ,61WOO/STJ_361
405,,13794771,Uronic acid metabolism in bacteria. I. Purification and properties of uronic acid isomerase in Escherichia coli.,<PubMedArticle 13794771> ASHWELL G; WAHBA AJ; HICKMAN J. Uronic acid metabolism in bacteria. I. Purification and properties of uronic acid isomerase in Escherichia coli.. J Biol Chem. 1960. 235:1559-65,1960,ASHWELL G; WAHBA AJ; HICKMAN J,J Biol Chem,235,,1559-65,https://ncbi.nlm.nih.gov/pubmed/13794771,,60ASH/WAH,,60ASH/WAH_1369
406,10.1042/bj0740071,13801272,Spectrophotometric studies on the combination of formaldehyde with tetrahydropteroylglutamic acid and other hydropteridines.,<PubMedArticle 13801272> BLAKLEY RL. Spectrophotometric studies on the combination of formaldehyde with tetrahydropteroylglutamic acid and other hydropteridines.. Biochem J. 1960. 74:71-82,1960,BLAKLEY RL,Biochem J,74,,71-82,https://ncbi.nlm.nih.gov/pubmed/13801272,,60BLA,10.1042/bj0740071,60BLA_349
407,10.1042/bj0730473,13806976,Kinetic studies on rabbitmuscle myokinase.,<PubMedArticle 13806976> CALLAGHAN OH; WEBER G. Kinetic studies on rabbitmuscle myokinase.. Biochem J. 1959. 73:473-85,1959,CALLAGHAN OH; WEBER G,Biochem J,73,,473-85,https://ncbi.nlm.nih.gov/pubmed/13806976,,59CAL/WEB,10.1042/bj0730473,59CAL/WEB_639
408,,13811398,The sialic acids. I. The structure and enzymatic synthesis of N-acetylneuraminic acid.,<PubMedArticle 13811398> COMB DG; ROSEMAN S. The sialic acids. I. The structure and enzymatic synthesis of N-acetylneuraminic acid.. J Biol Chem. 1960. 235:2529-37,1960,COMB DG; ROSEMAN S,J Biol Chem,235,,2529-37,https://ncbi.nlm.nih.gov/pubmed/13811398,,60COM/ROS,,60COM/ROS_1117
409,,13821949,The 4-epimerization and decarboxylation of uridine diphosphate D-glucuronic acid by extracts from Phaseolus aureus seedlings.,<PubMedArticle 13821949> FEINGOLD DS; NEUFELD EF; HASSID WZ. The 4-epimerization and decarboxylation of uridine diphosphate D-glucuronic acid by extracts from Phaseolus aureus seedlings.. J Biol Chem. 1960. 235:910-3,1960,FEINGOLD DS; NEUFELD EF; HASSID WZ,J Biol Chem,235,,910-3,https://ncbi.nlm.nih.gov/pubmed/13821949,,60FEI/NEU,,60FEI/NEU_1270
410,,13825045,Glutamic dehydrogenase. III. The order of substrate addition in the enzymatic reaction.,<PubMedArticle 13825045> FRIEDEN C. Glutamic dehydrogenase. III. The order of substrate addition in the enzymatic reaction.. J Biol Chem. 1959. 234:2891-6,1959,FRIEDEN C,J Biol Chem,234,,2891-6,https://ncbi.nlm.nih.gov/pubmed/13825045,,59FRI,,59FRI_283
411,,13830319,The enzymatic conversion of lactaldehyde to propanediol.,<PubMedArticle 13830319> GUPTA NK; ROBINSON WG. The enzymatic conversion of lactaldehyde to propanediol.. J Biol Chem. 1960. 235:1609-12,1960,GUPTA NK; ROBINSON WG,J Biol Chem,235,,1609-12,https://ncbi.nlm.nih.gov/pubmed/13830319,,60GUP/ROB,,60GUP/ROB_186
412,,13874013,The sialic acids. III. Distribution and properties of animal N-acetylneuraminic aldolase.,<PubMedArticle 13874013> BRUNETTI P; JOURDIAN GW; ROSEMAN S. The sialic acids. III. Distribution and properties of animal N-acetylneuraminic aldolase.. J Biol Chem. 1962. 237:2447-53,1962,BRUNETTI P; JOURDIAN GW; ROSEMAN S,J Biol Chem,237,,2447-53,https://ncbi.nlm.nih.gov/pubmed/13874013,,62BRU/JOU,,62BRU/JOU_1122
413,,13877918,Pentose metabolism in Candida. II. The diphosphopyridine nucleotide-specific polyol dehydrogenase of Candida utilis.,<PubMedArticle 13877918> CHAKRAVORTY M; VEIGA LA; BACILA M; HORECKER BL. Pentose metabolism in Candida. II. The diphosphopyridine nucleotide-specific polyol dehydrogenase of Candida utilis.. J Biol Chem. 1962. 237:1014-20,1962,CHAKRAVORTY M; VEIGA LA; BACILA M; HORECKER BL,J Biol Chem,237,,1014-20,https://ncbi.nlm.nih.gov/pubmed/13877918,,62CHA/VEI,,62CHA/VEI_72
414,10.1016/0003-9861(61)90136-9,13897360,Kinetics of the chymotrypsin-catalyzed condensation of N-benzoyl-L-tyrosine with glycylanilide.,<PubMedArticle 13897360> GAWRON O; GLAID AJ; BOYLE RE; ODSTRCHEL G. Kinetics of the chymotrypsin-catalyzed condensation of N-benzoyl-L-tyrosine with glycylanilide.. Arch Biochem Biophys. 1961. 95:203-10,1961,GAWRON O; GLAID AJ; BOYLE RE; ODSTRCHEL G,Arch Biochem Biophys,95,,203-10,https://ncbi.nlm.nih.gov/pubmed/13897360,,61GAW/GLA,10.1016/0003-9861(61)90136-9,61GAW/GLA_974
415,,13898172,The metabolism of L-fucose. II. The enzymatic cleavage of L-fuculose 1-phosphate.,<PubMedArticle 13898172> GHALAMBOR MA; HEATH EC. The metabolism of L-fucose. II. The enzymatic cleavage of L-fuculose 1-phosphate.. J Biol Chem. 1962. 237:2427-33,1962,GHALAMBOR MA; HEATH EC,J Biol Chem,237,,2427-33,https://ncbi.nlm.nih.gov/pubmed/13898172,,62GHA/HEA,,62GHA/HEA_1107
416,10.1042/bj0810273,13900766,The metabolism of C2 compounds in micro-organisms. 7. Preparation and properties of crystalline tartronic semialdehyde reductase.,<PubMedArticle 13900766> GOTTO AM; KORNBERG HL. The metabolism of C2 compounds in micro-organisms. 7. Preparation and properties of crystalline tartronic semialdehyde reductase.. Biochem J. 1961. 81:273-84,1961,GOTTO AM; KORNBERG HL,Biochem J,81,,273-84,https://ncbi.nlm.nih.gov/pubmed/13900766,,61GOT/KOR,10.1042/bj0810273,61GOT/KOR_191
417,,13903809,Some enzymic properties of mitochondrial propionyl carboxylase.,<PubMedArticle 13903809> HALENZ DR; FENG JY; HEGRE CS; LANE MD. Some enzymic properties of mitochondrial propionyl carboxylase.. J Biol Chem. 1962. 237:2140-7,1962,HALENZ DR; FENG JY; HEGRE CS; LANE MD,J Biol Chem,237,,2140-7,https://ncbi.nlm.nih.gov/pubmed/13903809,,62HAL/FEN,,62HAL/FEN_1446
418,,13907490,Formyltetrahydrofolate synthetase. II. Characteristics of the enzyme and the enzymic reaction.,<PubMedArticle 13907490> HIMES RH; RABINOWITZ JC. Formyltetrahydrofolate synthetase. II. Characteristics of the enzyme and the enzymic reaction.. J Biol Chem. 1962. 237:2903-14,1962,HIMES RH; RABINOWITZ JC,J Biol Chem,237,,2903-14,https://ncbi.nlm.nih.gov/pubmed/13907490,,62HIM/RAB,,62HIM/RAB_1442
419,,13912428,A cold-sensitive D(-) beta-hydroxybutyric acid dehydrogenase from Rhodospirillum rubrum.,<PubMedArticle 13912428> SHUSTER CW; DOUDOROFF M. A cold-sensitive D(-) beta-hydroxybutyric acid dehydrogenase from Rhodospirillum rubrum.. J Biol Chem. 1962. 237:603-7,1962,SHUSTER CW; DOUDOROFF M,J Biol Chem,237,,603-7,https://ncbi.nlm.nih.gov/pubmed/13912428,,62SHU/DOU,,62SHU/DOU_119
420,10.1042/bj0860173,13932735,Glutathione reductase from germinated peas.,<PubMedArticle 13932735> MAPSON LW; ISHERWOOD FA. Glutathione reductase from germinated peas.. Biochem J. 1963. 86:173-91,1963,MAPSON LW; ISHERWOOD FA,Biochem J,86,,173-91,https://ncbi.nlm.nih.gov/pubmed/13932735,,63MAP/ISH,10.1042/bj0860173,63MAP/ISH_312
421,,13936004,Purification and properties of a sheep liver 21-hydroxysteroid nictoinamide adenine dinucleotide oxidoreductase.,<PubMedArticle 13936004> MONDER C; WHITE A. Purification and properties of a sheep liver 21-hydroxysteroid nictoinamide adenine dinucleotide oxidoreductase.. J Biol Chem. 1963. 238:767-74,1963,MONDER C; WHITE A,J Biol Chem,238,,767-74,https://ncbi.nlm.nih.gov/pubmed/13936004,,63MON/WHI,,63MON/WHI_219
422,10.1021/bi00901a027,13955484,The role of dihydrofolic reductase in the metabolism of one-carbon units.,<PubMedArticle 13955484> HUENNEKENS FM. The role of dihydrofolic reductase in the metabolism of one-carbon units.. Biochemistry. 1963. 2:151-9,1963,HUENNEKENS FM,Biochemistry,2,,151-9,https://ncbi.nlm.nih.gov/pubmed/13955484,,63HUE,10.1021/bi00901a027,63HUE_296
423,,13963148,Properties of partially purified carnitine acetyltransferase.,<PubMedArticle 13963148> FRITZ IB; SCHULTZ SK; SRERE PA. Properties of partially purified carnitine acetyltransferase.. J Biol Chem. 1963. 238:2509-17,1963,FRITZ IB; SCHULTZ SK; SRERE PA,J Biol Chem,238,,2509-17,https://ncbi.nlm.nih.gov/pubmed/13963148,,63FRI/SCH,,63FRI/SCH_389
424,,13970089,"Purification, kinetics, and repression control of bacterial trans-N-deoxyribosylase.","<PubMedArticle 13970089> BECK WS; LEVIN M. Purification, kinetics, and repression control of bacterial trans-N-deoxyribosylase.. J Biol Chem. 1963. 238:702-9",1963,BECK WS; LEVIN M,J Biol Chem,238,,702-9,https://ncbi.nlm.nih.gov/pubmed/13970089,,63BEC/LEV,,63BEC/LEV_472
425,10.1042/bj0870368,13972708,Carbon assimilation by Pseudomonas oxalaticus (OX1). 6. Reactions of oxalyl-coenzyme A.,<PubMedArticle 13972708> QUAYLE JR. Carbon assimilation by Pseudomonas oxalaticus (OX1). 6. Reactions of oxalyl-coenzyme A.. Biochem J. 1963. 87:368-73,1963,QUAYLE JR,Biochem J,87,,368-73,https://ncbi.nlm.nih.gov/pubmed/13972708,,63QUA,10.1042/bj0870368,63QUA_260
426,,14001018,Metabolism of alpha-methylserine. I. alpha-Methylserine hydroxymethyltransferase.,<PubMedArticle 14001018> WILSON EM; SNELL EE. Metabolism of alpha-methylserine. I. alpha-Methylserine hydroxymethyltransferase.. J Biol Chem. 1962. 237:3171-9,1962,WILSON EM; SNELL EE,J Biol Chem,237,,3171-9,https://ncbi.nlm.nih.gov/pubmed/14001018,,62WIL/SNE,,62WIL/SNE_360
427,,14008731,The phosphorolysis of nucleosides by rabbit bone marrow.,<PubMedArticle 14008731> YAMADA EW. The phosphorolysis of nucleosides by rabbit bone marrow.. J Biol Chem. 1961. 236:3043-6,1961,YAMADA EW,J Biol Chem,236,,3043-6,https://ncbi.nlm.nih.gov/pubmed/14008731,,61YAM,,61YAM_485
428,,14012144,"The isolation, purification, and properties of methylmalonyl racemase.","<PubMedArticle 14012144> ALLEN SH; KELLERMEYER R; STJERNHOLM R; JACOBSON B; WOOD HG. The isolation, purification, and properties of methylmalonyl racemase.. J Biol Chem. 1963. 238:1637-42",1963,ALLEN SH; KELLERMEYER R; STJERNHOLM R; JACOBSON B; WOOD HG,J Biol Chem,238,,1637-42,https://ncbi.nlm.nih.gov/pubmed/14012144,,63ALL/KEL,,63ALL/KEL_1278
429,,14063285,FORMATE METABOLISM. II. ENZYMATIC SYNTHESIS OF FORMYL PHOSPHATE AND FORMYL COENZYME A IN CLOSTRIDIUM CYLINDROSPORUM.,<PubMedArticle 14063285> SLY WS; STADTMAN ER. FORMATE METABOLISM. II. ENZYMATIC SYNTHESIS OF FORMYL PHOSPHATE AND FORMYL COENZYME A IN CLOSTRIDIUM CYLINDROSPORUM.. J Biol Chem. 1963. 238:2639-47,1963,SLY WS; STADTMAN ER,J Biol Chem,238,,2639-47,https://ncbi.nlm.nih.gov/pubmed/14063285,,63SLY/STA,,63SLY/STA_401
430,,14063286,"THE CITRITASE OF STREPTOCOCCUS DIACETILACTIS.SUBSTRATE, PRODUCTS, AND EQUILIBRIUM.","<PubMedArticle 14063286> HARVEY RJ; COLLINS EB. THE CITRITASE OF STREPTOCOCCUS DIACETILACTIS.SUBSTRATE, PRODUCTS, AND EQUILIBRIUM.. J Biol Chem. 1963. 238:2648-53",1963,HARVEY RJ; COLLINS EB,J Biol Chem,238,,2648-53,https://ncbi.nlm.nih.gov/pubmed/14063286,,63HAR/COL,,63HAR/COL_1125
431,10.1021/bi00904a025,14075112,PHOSPHOGLUCOSE ISOMERASE. II. INFLUENCE OF PH ON KINETIC PARAMETERS.,<PubMedArticle 14075112> HINES MC; WOLFE RG. PHOSPHOGLUCOSE ISOMERASE. II. INFLUENCE OF PH ON KINETIC PARAMETERS.. Biochemistry. 1963. 2:770-5,1963,HINES MC; WOLFE RG,Biochemistry,2,,770-5,https://ncbi.nlm.nih.gov/pubmed/14075112,,63HIN/WOL,10.1021/bi00904a025,63HIN/WOL_1355
432,,14085400,FURTHER STUDIES ON DIHYDROFOLIC REDUCTASE.,<PubMedArticle 14085400> MATHEWS CK; HUENNEKENS FM. FURTHER STUDIES ON DIHYDROFOLIC REDUCTASE.. J Biol Chem. 1963. 238:3436-42,1963,MATHEWS CK; HUENNEKENS FM,J Biol Chem,238,,3436-42,https://ncbi.nlm.nih.gov/pubmed/14085400,,63MAT/HUE,,63MAT/HUE_297
433,,14086726,PURIFICATION AND PROPERTIES OF GLUTATHIONE REDUCTASE OF HUMAN ERYTHROCYTES.,<PubMedArticle 14086726> SCOTT EM; DUNCAN IW; EKSTRAND V. PURIFICATION AND PROPERTIES OF GLUTATHIONE REDUCTASE OF HUMAN ERYTHROCYTES.. J Biol Chem. 1963. 238:3928-33,1963,SCOTT EM; DUNCAN IW; EKSTRAND V,J Biol Chem,238,,3928-33,https://ncbi.nlm.nih.gov/pubmed/14086726,,63SCO/DUN,,63SCO/DUN_313
434,,14087284,"[PHOSPHOTRANSACETYLASE FROM  CLOSTRIDIUM KLUYVERI. CULTURE OF THE BACTERIUM, ISOLATION, CRYSTALLIZATION AND PROPERTIES OF THE ENZYME].","<PubMedArticle 14087284> BERGMEYER HU; HOLZ G; KLOTZSCH H; LANG G. [PHOSPHOTRANSACETYLASE FROM  CLOSTRIDIUM KLUYVERI. CULTURE OF THE BACTERIUM, ISOLATION, CRYSTALLIZATION AND PROPERTIES OF THE ENZYME].. Biochem Z. 1963. 338:114-21",1963,BERGMEYER HU; HOLZ G; KLOTZSCH H; LANG G,Biochem Z,338,,114-21,https://ncbi.nlm.nih.gov/pubmed/14087284,,63BER/HOL,,63BER/HOL_396
435,,14087295,THE OPTICALLY-SPECIFIC  ENZYMATIC CYCLIZATION OF D-GLUTAMATE.,<PubMedArticle 14087295> MEISTER A; BUKENBERGER MW; STRASSBURGER M. THE OPTICALLY-SPECIFIC  ENZYMATIC CYCLIZATION OF D-GLUTAMATE.. Biochem Z. 1963. 338:217-29,1963,MEISTER A; BUKENBERGER MW; STRASSBURGER M,Biochem Z,338,,217-29,https://ncbi.nlm.nih.gov/pubmed/14087295,,63MEI/BUK,,63MEI/BUK_1196
436,10.1021/bi00906a024,14093907,EQUILIBRIUM CONSTANTS FOR THE SYNTHESIS OF HYDROXAMIC ACIDS.,<PubMedArticle 14093907> JENCKS WP; CAPLOW M; GILCHRIST M; KALLEN RG. EQUILIBRIUM CONSTANTS FOR THE SYNTHESIS OF HYDROXAMIC ACIDS.. Biochemistry. 1963. 2:1313-20,1963,JENCKS WP; CAPLOW M; GILCHRIST M; KALLEN RG,Biochemistry,2,,1313-20,https://ncbi.nlm.nih.gov/pubmed/14093907,,63JEN/CAP,10.1021/bi00906a024,63JEN/CAP_970
437,,14095156,[ON THE DECOMPOSITION OF DESOXY SUGARS BY BACTERIAL ENZYMES. I. L-RHAMNOSE ISOMERASE FROM LACTOBACILLUS PLANTARUM].,<PubMedArticle 14095156> DOMAGK GF; ZECH R. [ON THE DECOMPOSITION OF DESOXY SUGARS BY BACTERIAL ENZYMES. I. L-RHAMNOSE ISOMERASE FROM LACTOBACILLUS PLANTARUM].. Biochem Z. 1963. 339:145-53,1963,DOMAGK GF; ZECH R,Biochem Z,339,,145-53,https://ncbi.nlm.nih.gov/pubmed/14095156,,63DOM/ZEC,,63DOM/ZEC_1372
